SegID	Translator_1	Translation_1	Num_Edits_1	Editor_11	Editor_12	Editor_13	Edits_11	Edits_12	Edits_13	Translator_2	Translation_2	Num_Edits_2	Editor_21	Editor_22	Editor_23	Edits_21	Edits_22	Edits_23	Translator_3	Translation_3	Num_Edits_3	Editor_31	Editor_32	Editor_33	Edits_31	Edits_32	Edits_33	Translator_4	Translation_4	Num_Edits_4	Editor_41	Edits_41
bbc_urd_20090106.0030__1	a1wyssw33m2fz2	Tribute to Benazir by Bakhtawar in a song.	3	a3qu3km3iywhif	a3lhs82826iskx	aw4q48bn2x4nt	A song in tribute to Benazir, by Bakhtawar.	Tribute to Benazir by Bakhtawar in a song.	Tribute to Benazir by Bakhtawar in Song.	a3dd3acpmvdvca	Benazir honored in a song by Bukhtawar	3	a24b73lnvag8ay	a4asgsrmq2sfn	a1wgq344wqriu5	Benazir honored in a song by Bukhtawar	Benazir honored in a song by Bukhtawar	Benazir honored in a song by Bukhtawar	a143bvgouf83je	Musical tribute to Benazir from Bakhtawar.	3	a2blrglxnlm1uq	a230hf2okthmdz	awixls3wmymbf	A Tribute to Benazir from Bakhtawar.	Musical tribute for Benazir from Bakhtawar.	Musical tribute to Benazir from Bakhtawar.	a132zmwemnnusa	A musical tribute to Benazir by Bakhtawar	1	a1teauq6whvlxp	Bakhtawar has dedicated a musical tribute to Benazir.
bbc_urd_20090106.0030__2	a1wyssw33m2fz2	A rap song(a type of modern music)recorded in the voice of Bakhtawar has been posted on you tube also.	3	a3qu3km3iywhif	a3lhs82826iskx	aw4q48bn2x4nt	A rap song (a type of modern music) recorded by Bakhtawar has been posted on You Tube also.	A rap song(a type of modern music)recorded in the voice of Bakhtawar has been posted on Youtube too.	A rap song(a type of modern music)recorded in the voice of Bakhtawar has been posted on youtube also.	a3dd3acpmvdvca	A rap song (a type of new music), sung in the voice of Bukhtawar is now posted on YouTube.	3	a24b73lnvag8ay	a4asgsrmq2sfn	a1wgq344wqriu5	A rap song (a type of new music), sung in the voice of Bukhtawar is now posted on YouTube.	A rap song (a type of new music), sung in the voice of Bukhtawar is now posted on YouTube.	A rap song (a type of new music), sung in the voice of Bukhtawar is now posted on YouTube.	a143bvgouf83je	A rap song (a modern style of music) in Bakhtawar's voice has been posted on youtube as well.	3	a2blrglxnlm1uq	a230hf2okthmdz	awixls3wmymbf	A rap song (a modern style of music) in Bakhtawar's voice is posted on youtube.	A rap song (a modern style of music) in Bakhtawar's voice has been posted on YouTube as well.	A rap song (a modern style of music) in Bakhtawar's voice has been posted on youtube as well.	a132zmwemnnusa	A rap song (a modern music genre) recorded in Bakhtawar's voice is now posted on YouTube.	1	a1teauq6whvlxp	Bakhtawar has recorded a rap song in the modern music genre that is now posted on You Tube.
bbc_urd_20090106.0030__3	a1wyssw33m2fz2	In this video of 5 minutes, pictures and video clips of Benazir have been shown.	3	a3qu3km3iywhif	a3lhs82826iskx	aw4q48bn2x4nt	The five minute video included pictures and video clips of Benazir.	In this five minute video, pictures and video clips of Benazir are shown.	In this video of 5 minutes, pictures and video clips of Benazir have been shown.	a3dd3acpmvdvca	In this 5 minute song, photos and video clips of Benazir are shown.	3	a24b73lnvag8ay	a4asgsrmq2sfn	a1wgq344wqriu5	In this 5 minute song, photos and video clips of Benazir are shown.	In this 5 minute song, photos and video clips of Benazir are shown.	In this 5 minute song, photos and video clips of Benazir are shown.	a143bvgouf83je	This 5 minutes long song contains pictures and video clips of Benazir.	3	a2blrglxnlm1uq	a230hf2okthmdz	awixls3wmymbf	It is 5 minutes long song contains pictures and video- clips of Benazir.	This 5 minutes song contains pictures and video clips of Benazir.	The 5 minute long song contains pictures and video clips of Benazir.	a132zmwemnnusa	The song is of five minutes duration and portrays Benazir's life through pictures and clips.	1	a1teauq6whvlxp	The song is five minutes long and portrays Benazir's life in pictures and clips.
bbc_urd_20090106.0030__4	a1wyssw33m2fz2	18 years old Bakhtawar is a student of Edinburgh University.	3	a3qu3km3iywhif	a3lhs82826iskx	aw4q48bn2x4nt	18 year old Bakhtawar is a student of Edinburgh University.	18 years old Bakhtawar is a student of Edinburgh University.	18 year old Bakhtawar is a student of Edinburgh University.	a3dd3acpmvdvca	18 year old Bukhtawar is a student of Edinburgh University.	3	a24b73lnvag8ay	a4asgsrmq2sfn	a1wgq344wqriu5	18 year old Bukhtawar is a student of Edinburgh University.	18 year old Bukhtawar is a student of Edinburgh University.	18 year old Bukhtawar is a student of Edinburgh University.	a143bvgouf83je	Eighteen years old Bakhtawar is a student at the Edinburgh University.	3	a2blrglxnlm1uq	a230hf2okthmdz	awixls3wmymbf	Eighteen years old Bakhtawar is a student at the Edinburgh University.	Eighteen years old Bakhtawar, student at Edinburgh University.	Eighteen years old Bakhtawar is a student at the Edinburgh University.	a132zmwemnnusa	The eighteen years old singer is a student of Edinburgh University.	1	a1teauq6whvlxp	The singer is an eighteen year old student from Edinburgh University.
bbc_urd_20090106.0030__5	a3dd3acpmvdvca	She has a deep affection for poetry and singing.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	She has a deep affection for poetry and singing.	She has a deep affection for poetry and singing.	She has a deep affection for poetry and singing.	ayowrg5s0py3f	He has a great Affection towards Peotry and singing.	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	He has a great affection towards poetry and music.	He has a great Affection towards; Peotry and singing.	He has a great love of poetry and singing.	a143bvgouf83je	she has great interest in poetry and singing.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Poetry and singing greatly interest her.	She has great interest in poetry and singing.	She has great interest in poetry and singing.	a132zmwemnnusa	She has a deep interest in singing and poetry.	1	a1rhjj60p0jwi3	She has a deep interest in singing and poetry.
bbc_urd_20090106.0030__6	a3dd3acpmvdvca	It is said that apparently she started singing pleasure rhymes upon the encouragement from his mother.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	It is said that she apparently started singing pleasure rhymes after receiving encouragement from his mother.	It is said that she started singing pleasurable rhymes upon the encouragement from her mother.	It is said that she started singing rhymes, with encouragement from her mother.	ayowrg5s0py3f	said that, after the motivation from mother, he started singing peoms as a hobby	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	He said that, because his mother motivated him, he started singing songs as a hobby	Said that, after the motivation from mother, he started singing peoms as a hobby.	Having a mother that motivated him, he said he began singing poems as a hobby.	a143bvgouf83je	it is said that apparently after the appreciation from her mother she had started singing songs as a hobby.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Singing became a hobby for her after the encouragement she received from her mother.	It is said that apparently after the death of her mother she had started singing songs as a hobby.	It is said that, apparently after the appreciation from her mother, she had started singing songs as a hobby.	a132zmwemnnusa	It is believed that she started singing after being encouraged by her mother and that too only as a hobby.	1	a1rhjj60p0jwi3	It is believed that she started singing after being encouraged by her mother, and started doing so only as a hobby.
bbc_urd_20090106.0030__7	a3dd3acpmvdvca	Praising her mother, she said that 'She was intelligent and beautiful, she used to do everything in a certain way'.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	Praising her mother, she said that "She was intelligent and beautiful and she used to do everything in a certain way."	Praising her mother, she said "She was intelligent and beautiful; she used to do everything in a certain way."	Praising her mother, she said that 'She was intelligent and beautiful, she used to do everything in a certain way'.	ayowrg5s0py3f	He complemented her mother by words, he said you was Beautiful and intelligent, and your work was there in a good way	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	He complemented his mother with words, he said "You are beautiful and intelligent, and you were always there when I needed you."	He complemented her mother by words, he said "you was Beautiful and intelligent", and your work was there in a good way.	He complimented his mother by saying she was beautiful and intelligent and her work had a positive effect on his life.	a143bvgouf83je	while paying a tribute to her mother she has said that she was an intelligent and beautiful lady, she did every thing with style.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Paying tribute to her mother, she said she was a beautiful and intelligent lady who did everything with style.	While paying a tribute to her mother she had said that she was an intelligent and beautiful lady, she did every thing with style.	While paying a tribute to her mother, she said that she was an intelligent and beautiful lady, she did everything with style.	a132zmwemnnusa	She paid tribute to her mother and said that she was both intelligent and beautiful and that she did everything in her own way.	1	a1rhjj60p0jwi3	She paid tribute to her mother, who she called both intelligent and beautiful, and described as always doing everything in her own way.
bbc_urd_20090106.0030__8	a3dd3acpmvdvca	Regarding the December 27th incident, she said that she was hit near the cheek by a bullet. She left us at the age of 54, leaving behind three children.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	Regarding the December 27th incident, she said that she was hit near the cheek by a bullet. She left us at the age of 54, leaving behind three children.	Regarding the December 27th incident, she said that she was hit near the cheek by a bullet. She left us at the age of 54, leaving behind three children.	Regarding the December 27th incident, she was hit near the cheek by a bullet. She left us at the age of 54, leaving behind three children.	ayowrg5s0py3f	He said you was shot dead on 27th december at your fore head, at the age of 54, she left 3 children alone.	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	He said she was shot in the forehead on December 27th at the age of 54, she was the mother of three.	He said you were shot dead on 27th december in your fore head, at the age of 54, She left 3 children alone.	He stated that on December 27 at the age of 54 she was killed from gunshot wounds to the head, leaving three children motherless.	a143bvgouf83je	regarding the 27th December incident she said that she the bullet was fired at her temple, she left us at the age of 54 and left three children amongst residuals.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	On December 27th her mother was shot in the temple and died at the age of 54 leaving behind three children.	Regarding the 27th of December incident, she said "She was killed by the bullet that was fired at her temple. She left us at the age of 54 and left three children amongst residuals."	Regarding the 27th December incident, she said that, the bullet was fired at her mother's temple and she left us at the age of 54,leaving three children behind.	a132zmwemnnusa	Talking about the incident of 27th December she told that her mother was shot on the temple. She died at an age of 54 and left behind 3 children.	1	a1rhjj60p0jwi3	Talking about the incident of December 27th, she said that her mother was shot at the temple. She died at the age of 54 and left 3 children behind.
bbc_urd_20090106.0030__9	a3dd3acpmvdvca	The whole nation is desperate without her. She is present in all their hearts.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	The whole nation is desperate without her. She is present in all of their hearts.	The whole nation is desperate without her; she is present in all of their hearts.	The whole nation is desperate without her. She is present in all of their hearts.	ayowrg5s0py3f	the people are alone with out, and you are in the heart beat of every one	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	The people are lost without you, because you are in everyone's heart.	The people are alone without you, and you are in the heart beat of every one.	Without her the people feel very alone and carry her in their heart.	a143bvgouf83je	the whole nation is hopeless without her and she is still in everyone's heart.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	The whole nation misses her and she is still in everyone's heart.	"The whole nation is hopeless without her and she is still in everyone's heart."	The whole nation is hopeless without her and she is still in everyone's heart.	a132zmwemnnusa	The whole nation is seeking its direction without her and she is present in everyone's heart.	1	a1rhjj60p0jwi3	The whole nation is seeking direction without her, and she is present in everyone's heart.
bbc_urd_20090106.0030__10	a3dd3acpmvdvca	Bukhtawar is second among Benazir Bhutto's children, to Bilawal Bhutto.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	Bukhtawar is the second oldest among Benazir Bhutto's children (after Bilawal Bhutto).	Bukhtawar is Benazir Bhutto's second child; Bilawal Butto is the first child.	Bukhtawar is second among Benazir Bhutto's children, to Bilawal Bhutto.	ayowrg5s0py3f	Baqthawar Benazir Bhutto has the same position of benazir after 20 years, he was the 2nd Bhutto	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	Baqthawar Benazir Bhutto has the same position of benazir after 20 years, he was the 2nd Bhutto	Baqthawar Benazir Bhutto has the same position of benazir after 20 years, he was the 2nd Bhutto.	Holding the position of benazir for twenty years,Baqthawar Benazir Bhutto was the 2nd Bhutto.	a143bvgouf83je	Bakhtawar is the second amongst Benazir's children after 20 years old Bilawal.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	20 year old Bilawal is the eldest of Benazir's children with Bakhtawar being the next oldest.	Bakhtawar is the second amongst Benazir's children after 20 years old Bilawal.	Bakhtawar is the second of Benazir's children after 20 year old Bilawal.	a132zmwemnnusa	Miss Bakhtawar is the second child of Benazir Bhutto behind her 20 years old brother, Bilawal Bhutto.	1	a1rhjj60p0jwi3	Miss Bakhtawar is the second child of Benazir Bhutto after her 20 year old brother, Bilawal Bhutto.
bbc_urd_20090106.0030__11	a3dd3acpmvdvca	She was always interested in music.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	She was always interested in music.	She was always interested in music.	She was always interested in music.	ayowrg5s0py3f	she was interested in music from the childhood	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	She has been interested in music since childhood.	She was interested in the art of music from her childhood	Since childhood she has been interested in music.	a143bvgouf83je	she has been taking interest in music from early days.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	She has had an interest in music from her earliest days.	She took an interest in music from early days.	She has been taking interest in music from early days.	a132zmwemnnusa	She has been taking a keen interest in music from the start.	1	a1rhjj60p0jwi3	She has taken a keen interest in music from the start.
bbc_urd_20090106.0030__12	a3dd3acpmvdvca	It is being said that before returning to her mother's country, she had asked her journalist friend, in America, to introduce her to Grammy award winning producer and rapper, Puff Diddy, but this meeting could not take place.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	It is being said that before returning to her mother's country, she had asked her journalist friend in America to introduce her to Grammy award winning producer and rapper Puff Diddy, but this meeting could not take place.	It is said that before returning to her mother's country, she had asked her journalist friend in America to introduce her to Grammy award winning producer and rapper, Puff Diddy; however, this meeting did not take place.	It is being said that before returning to her mother's country, she had asked her journalist friend, in America, to introduce her to Grammy award winning producer and rapper, Puff Daddy, but this meeting could not take place.	ayowrg5s0py3f	said that, before his mother's return to home town, he was interested to meet the Grami Awarded Music Director Repref DD in America, but unabe to meet him.	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	He said that before his mother's return to her hometown, he wanted to meet the Grammy winning Music Directo,r Repref DD in America but was unable to do so.	He said that, "before his mother's return to home town, he was interested to meet the Grami Awarded Music Director Repref DD in America", but unabe to meet him.	He said that before his mother returned to her home town, she wanted to meet the Grammy winner for Music Director, Repref DD in America, but was not able to meet him.	a143bvgouf83je	it is said that before her mothers return to the country with reference to a journalist friend she has expressed a will to meet the Grammy award winner music director and rapper Puff DD. but this meeting could not take place.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Before her mother's return to the country she told a journalist friend that she would like to meet the Grammy award winning music director and rapper Puff DD but the meeting could not take place.	It is said that before her mothers return to the country with reference to a journalist friend, she had expressed a will to meet the Grammy award winner music director and rapper Puff DD. but this meeting could not take place.	It is said that before her mother's return to the country, with reference to a journalist friend; she has expressed a wish to meet the Grammy award winner music director and rapper Puff DD. but this meeting could not take place.	a132zmwemnnusa	Its believed that before her mother's return to Pakistan, she tried to have a meeting arranged with the Grammy Award winner music producer and rapper Puff Daddy through a friend, who is a journalist but this meeting never took place.	1	a1rhjj60p0jwi3	Its believed that before her mother's return to Pakistan, she tried to have a meeting arranged with Grammy Award winning music producer and rapper Sean "P.Diddy" Combs through a journalist friend, but this meeting never took place.
bbc_urd_20090106.0030__13	a3dd3acpmvdvca	The translation of some of Bukhtawar's poetry has been published in some Sindhi newspapers, but her voice is being heard for the first time in a YouTube video.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	The translation of some of Bukhtawar's poetry has been published in some Sindhi newspapers, but her voice is being heard for the first time in a YouTube video.	The translation of some of Bukhtawar's poetry has been published in some Sindhi newspapers; however, her voice is heard for the first time in a YouTube video.	The translation of some of Bukhtawar's poetry has been published in some Sindhi newspapers, but her voice is being heard for the first time in a YouTube video.	ayowrg5s0py3f	The Sindi Newspaper has published translation of his poem, but his voice was heard with the help of Youtube for the first time	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	The Sindi Newspaper has published translations of his poem, but it wasn't until YouTube that we were able to hear his voice for the first time.	The Sindi Newspaper has published translation of his poem, but his voice was heard with the help of Youtube for the first time.	The Sindi Newspaper has published the translation of his poem, but his voice was first heard for the first time on Youtube.	a143bvgouf83je	translation of Bakhtawar's poetry was published by some Sindhi news papers as well but her voice is being heard for the first time through You Tube.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Bakhtawar's voice is being heard for the first time through You Tube and her poetry is being published by some Sindhi newspapers as well.	Translation of Bakhtawar's poetry was published by some Sindhi news papers as well but her voice is being heard for the first time through You Tube.	Translation of Bakhtawar's poetry was published by some Sindhi news papers as well, but her voice is being heard for the first time through You Tube.	a132zmwemnnusa	Miss Bakhtawar's poetry has been translated and published in some Sindhi Newspapers, but this is the first time that her voice is being heard through YouTube.	1	a1rhjj60p0jwi3	Miss Bakhtawar's poetry has been translated and published in some Sindhi newspapers, but this is the first time that her voice can be heard via YouTube.
bbc_urd_20090106.0030__14	a3dd3acpmvdvca	Some of Benazir Bhutto's party workers and admirers have started making CD's of Bukhtawar's rap song.	3	ak5gmcdc8s35m	a6pp65x40mj00	acro40mclgrmc	Some of Benazir Bhutto's party workers and admirers have started making CD's of Bukhtawar's rap song.	Some of Benazir Bhutto's party workers and admirers have started making cd's of Bukhtawar's rap song.	Some of Benazir Bhutto's party workers and admirers have started making CD's of Bukhtawar's rap song.	ayowrg5s0py3f	The people around Benazir bhutto has realized the CD of his songs.	3	a14wwg6nkbdwgp	a3hlgwwu2cxzyy	a1fxoxn23tdqwc	The people around Benazir bhutto has realized the CD of his songs.	The people around Benazir bhutto has realized the CD of his songs.	The people surrounding Benazir bhutto has appreciated the CD containing his songs.	a143bvgouf83je	some workers and followers of Benazir Bhutto have started preparing CDs of Bakhtawar's rap song.	3	a2mrhza4l9w9cl	a1g9f1kosfkijh	a1e4smxrh1paux	Some workers and followers of Benazir Bhutto have started preparing CDs of Bakhtawar's rap song.	Some workers and followers of Benazir Bhutto have started preparing CDs of Bakhtawar's rap song.	Some workers and followers of Benazir Bhutto have started preparing CDs of Bakhtawar's rap song.	a132zmwemnnusa	The workers and followers of Benazir Bhutto have started recording CDs of her song.	1	a1rhjj60p0jwi3	The workers and followers of Benazir Bhutto have started recording CDs of her song.
bbc_urd_20090106.0030__15	a143bvgouf83je	on the other hand, the spokesman of Pakistan Peoples Party, Farhatullah Babar has confirmed that the poetry and voice in the song on Youtube is of Bakhtawar.	3	a2dwqf4zhhblow	a1g46au4nrpshg	a29s1rn1ux7u8z	On the other hand, the spokesman of Pakistan Peoples Party, Farhatullah Babar, has confirmed that the poetry and voice in the song on Youtube is of Bakhtawar.	On the other hand, the spokesman of Pakistan Peoples Party, Farhatullah Babar has confirmed that the poetry and voice in the song on Youtube is of Bakhtawar.	on the other hand, the spokesman of Pakistan Peoples Party, Farhatullah Babar has confirmed that the poetry and voice in the song on Youtube is of Bakhtawar.	a2de039cxxjuga	Farhatullah Babar, The spoke person of PPP verified that song present on YouTube is sung and written by Bakhtawar .	3	a87c5tu9lryej	aaul30gxuqax9	al2rcq9eyun61	The spokesperson for PPP, Farhatullah Babar, verified that song on YouTube is sung and written by Bakhtawar.	Farhatullah Babar, the spokesperson of PPP verified that a song presented on YouTube is sung and written by Bakhtawar .	Farhatullah Babar, the spokesperson of the PPP verified that the song from YouTube is sung and written by Bakhtawar.	a3dd3acpmvdvca	On the other hand, Pakistan Peoples Party spokesperson, Farhatullah Babar confirmed that the song and voice present on YouTube is that of Bukhtawar.	3	a330jjzgjl7ig2	avktegthhn2vp	a262d9pq8d093q	On the other hand, Pakistan Peoples Party spokesperson, Farhatullah Babar, confirmed that the song and voice present on YouTube is that of Bukhtawar.	On the other hand, Pakistan Peoples Party spokesperson, Farhatullah Babar confirmed that the song and voice presenteed on YouTube is that of Bukhtawar.	On the other hand, Pakistan Peoples Party spokesperson, Farhatullah Babar, confirmed that the song and voice present on YouTube is that of Bukhtawar.	a132zmwemnnusa	Mr. Farhatullah Babar, spokesman of Pakistan Peoples Party has confirmed that both the song’s poetry and vocals on YouTube are performed by Bakhtawar.	1	a3mq8jwi317m6m	Mr. Farhatullah Babar, spokesman of Pakistan Peoples Party, has confirmed that both the song’s poetry and vocals on YouTube are performed by Bakhtawar.
bbc_urd_20090106.0030__16	a143bvgouf83je	he told over the phone from Islamabad that its a tribute by a saddened daughter to her brave mother, and it is also being telecast by the government TV network as well.	3	a2dwqf4zhhblow	a1g46au4nrpshg	a29s1rn1ux7u8z	He spoke over the phone from Islamabad saying it's a tribute by a saddened daughter to her brave mother, and it is also being telecast by the government TV network.	He told over the phone from Islamabad that its a tribute by a saddened daughter to her brave mother, and it is also being telecast by the government TV network as well.	he was told over the phone from Islamabad that the song was a tribute by a saddened daughter to her brave mother, and it was also being telecast by the government TV network as well.	a2de039cxxjuga	He stated on phone from Islamabad. He told it was a tribute of a mourning daughter to her great mom. His statement is issued on national TV network.	3	a87c5tu9lryej	aaul30gxuqax9	al2rcq9eyun61	By phone from Islamabad, he told it was a tribute of a mourning daughter to her great mom. His statement was issued on a national TV network.	He stated on the phone from Islamabad a tribute for a mourning daughter to her great mom. His statement was aired on a national television network.	He stated this on the phone from Islamabad. He said that it was a tribute of a mourning daughter to her great mom. His statement is issued on the national TV network.	a3dd3acpmvdvca	He said on phone from Islamabad that this was the salutation of a brave mother by a sad daughter, which even started to play on Pakistan's government TV network.	3	a330jjzgjl7ig2	avktegthhn2vp	a262d9pq8d093q	He said on the phone from Islamabad that this was the honoring of a brave mother by a sad daughter, which even started to play on Pakistan's government TV network.	He said on phone from Islamabad that this was the salutation of a brave mother and a sad daughter, which even started to play on Pakistan's government TV network.	He said on the phone from Islamabad that this was the salutation of a brave mother by a sad daughter, who even started to play on Pakistan's government TV network.	a132zmwemnnusa	He was speaking on phone from Islamabad and said that it is a tribute of a grieve stricken daughter to her courageous mother and has been aired by Pakistan Television, the national television network of Pakistan.	1	a3mq8jwi317m6m	He was speaking on the phone from Islamabad and said that it is a tribute of a grief-stricken daughter to her courageous mother and has been aired by Pakistan Television, the national television network of Pakistan.
bbc_urd_20090106.0030__17	a143bvgouf83je	Farhatullah Babar has said that his party has not decided yet to distribute the CD's of the song by Bakhtawar.	3	a2dwqf4zhhblow	a1g46au4nrpshg	a29s1rn1ux7u8z	Farhatullah Babar has said his party has not decided yet to distribute the CD's of the song by Bakhtawar.	Farhatullah Babar has said that his party has not decided yet to distribute the CD's of the song by Bakhtawar.	Farhatullah Babar has said that his party has not decided yet to distribute the CD's of the song by Bakhtawar.	a2de039cxxjuga	Farhatullah Babar said that at the moment no plan was made by his Party to distribute the CD's of Bakhtawar's song.	3	a87c5tu9lryej	aaul30gxuqax9	al2rcq9eyun61	Farhatullah Babar said that there are currently no plays by his Party to distribute the CD's of Bakhtawar's song.	Farhatullah Babar said that at the moment no plan was made by his party to distribute the CDs of Bakhtawar's song.	Farhatullah Babar said that at the moment there were no plans by his party to distribute CD's of Bakhtawar's song.	a3dd3acpmvdvca	Farhatullah Babar said that the party had no present plan to distribute CD's of her song.	3	a330jjzgjl7ig2	avktegthhn2vp	a262d9pq8d093q	Farhatullah Babar said that the party had no present plan to distribute CD's of her song.	Farhatullah Babar said that the party had no present plan to distribute CD's with her songs.	Farhatullah Babar said that the party had no present plan to distribute CD's of her song.	a132zmwemnnusa	He further stated that the Peoples Party has not made any plans to distribute the music CDs by Miss Bakhtawar as yet.	1	a3mq8jwi317m6m	He further stated that the Peoples Party has not made any plans to distribute the music CDs by Miss Bakhtawar as of yet.
bbc_urd_20090106.0030__18	a143bvgouf83je	He said that few years back a fake account of his young Chairman Bilawal Bhutto Zardari was made on Facebook which was closed later on.	3	a2dwqf4zhhblow	a1g46au4nrpshg	a29s1rn1ux7u8z	He said a few years back a fake account of his young Chairman Bilawal Bhutto Zardari was made on Facebook which was closed later on.	He said that few years back a fake account of his young Chairman Bilawal Bhutto Zardari was made on Facebook which was closed later on.	He said that few years back a fake account of his young Chairman Bilawal Bhutto Zardari was made on Facebook which was closed later on.	a2de039cxxjuga	He told that a fake account of Balawal bhutto zardari, young chairman of his party, was made which has been terminated later.	3	a87c5tu9lryej	aaul30gxuqax9	al2rcq9eyun61	He said that a fake account for Balawal bhutto zardari, the young chairman of his party, was made and was terminated later.	He stated that a fake account was made by Balawal Bhutto Zardari, a young chairman of his party, which later was terminated.	He said that a fake account belonging to Balawal Bhutto Zardari, the young chairman of his party, was made, which is to be cancelled.	a3dd3acpmvdvca	He said that a few months ago, a fake page belonging to their party's young chairman, Bilawal Bhutto Zardari was created on Facebook which was later removed.	3	a330jjzgjl7ig2	avktegthhn2vp	a262d9pq8d093q	He said that, a few months ago, a fake page belonging to their party's young chairman, Bilawal Bhutto Zardari, was created on Facebook and that this was later removed.	He said that a few months ago, a fake page belonging to their party's young chairman, Bilawal Bhutto Zardari was created on Facebook and it was later removed.	He said that a few months ago, a fake page belonging to their party's young chairman, Bilawal Bhutto Zardari, was created on Facebook which was later removed.	a132zmwemnnusa	He said that a few months back a fake account of the young Bilawal Bhutto Zardari, the chairman of Pakistan Peoples Party, was made on the website of FaceBook which was later closed down.	1	a3mq8jwi317m6m	He said that a few months back, a fake account of the young Bilawal Bhutto Zardari, the chairman of Pakistan Peoples Party, was made on the website of Facebook, but it was later closed down.
bbc_urd_20090107.0021__1	a143bvgouf83je	Ajmal Qasab is a Pakistani : Information Minister	3	a2dwqf4zhhblow	a1g46au4nrpshg	a29s1rn1ux7u8z	Ajmal Qasab is a Pakistan Information Minister.	Ajmal Qasab is a Pakistani : Information Minister	Ajmal Qasab is the Pakistani : Information Minister	a2de039cxxjuga	Ajmal Kasab is Pakistani, Information Minister.	3	a87c5tu9lryej	aaul30gxuqax9	al2rcq9eyun61	Ajmal Kasab is the Pakistani Information Minister.	Ajmal Kasab is the Information Minister of Pakistan.	Ajmal Kasab is Pakistani Information Minister.	a3dd3acpmvdvca	Ajmal Qasab is a Pakistani: Minister for Media	3	a330jjzgjl7ig2	avktegthhn2vp	a262d9pq8d093q	Ajmal Qasab is a Pakistani and is the Minister for Media.	Ajmal Qasab is a Pakistani Minister for Media.	Ajmal Qasab is the Pakistani Minister for Media.	n/a	n/a	1	a3mq8jwi317m6m	Ajmal butcher is : THE Pakistani INFORMATION Minister
